CryptoAlchemy,0x548d32216d01617452892ea360bfce9ce8dc9729,7236,Integer Overflow,High,getElements(uint256[]),7236,101,1005,534,"{
    ""1"": {
        ""calldata"": ""0x630c010e"",
        ""call_value"": ""0x0"",
        ""caller"": ""0xdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef""
    }
}","The binary addition can overflow.
The operands of the addition operation are not sufficiently constrained. The addition could therefore result in an integer overflow. Prevent the overflow by checking inputs or ensure sure that the overflow is caught by an assertion."
CryptoAlchemy,0xdcbf1d4067e5724e7b6fcba5dcd49c78b90ff97b,,,,,,,,,,
CryptoArte,0xbace7e22f06554339911a03b8e0ae28203da9598,1640,Integer Overflow,High,fallback,1640,101,1078,700,"{
    ""1"": {
        ""calldata"": ""0x06fdde03"",
        ""call_value"": ""0x0"",
        ""caller"": ""0xdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef""
    }
}","The binary addition can overflow.
The operands of the addition operation are not sufficiently constrained. The addition could therefore result in an integer overflow. Prevent the overflow by checking inputs or ensure sure that the overflow is caught by an assertion."
CryptoArte,0xbace7e22f06554339911a03b8e0ae28203da9598,2789,Integer Overflow,High,"[link_classic_internal(uint64,int64), symbol()] (ambiguous)",2789,101,1424,1046,"{
    ""1"": {
        ""calldata"": ""0x95d89b41"",
        ""call_value"": ""0x0"",
        ""caller"": ""0xdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef""
    }
}","The binary addition can overflow.
The operands of the addition operation are not sufficiently constrained. The addition could therefore result in an integer overflow. Prevent the overflow by checking inputs or ensure sure that the overflow is caught by an assertion."
CryptoArte,0x3f18b2e57acd6f6c111936577529ac0dce7148b8,1445,External Call To Fixed Address,Low,purchaseToken(uint256),1445,107,3661,2530,"{
    ""1"": {
        ""calldata"": ""0xc2db2c42"",
        ""call_value"": ""0xd529ae9e860000"",
        ""caller"": ""0xdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef""
    }
}","The contract executes an external message call.
An external function call to a fixed contract address is executed. Make sure that the callee contract has been reviewed carefully."
CryptoAssault,0x31AF195dB332bc9203d758C74dF5A5C5e597cDb7,2085,Integer Overflow,High,name(),2085,101,1094,716,"{
    ""1"": {
        ""calldata"": ""0x06fdde03"",
        ""call_value"": ""0x0"",
        ""caller"": ""0xdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef""
    }
}","The binary addition can overflow.
The operands of the addition operation are not sufficiently constrained. The addition could therefore result in an integer overflow. Prevent the overflow by checking inputs or ensure sure that the overflow is caught by an assertion."
CryptoAssault,0x75D745EAeA0Ab0A8C9542959311C1C3166F6567D,,,,,,,,,,
CryptoAtoms,0x0b7bda8ad804cb3318ae8490b984c2883ada2154,353,Multiple Calls in a Single Transaction,Medium,evolveByAtom(uint256),353,113,152411,10801,,"Multiple sends are executed in one transaction.
Consecutive calls are executed at the following bytecode offsets:
Offset: 1728
Offset: 1993
Offset: 2429
Offset: 2615
Try to isolate each external call into its own transaction, as external calls can fail accidentally or deliberately.
"
CryptoAtoms,0x0b7bda8ad804cb3318ae8490b984c2883ada2154,1728,External Call To Fixed Address,Low,evolveByAtom(uint256),1728,107,3089,1958,"{
    ""1"": {
        ""calldata"": ""0x0e47c259"",
        ""call_value"": ""0x0"",
        ""caller"": ""0xdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef""
    }
}","The contract executes an external message call.
An external function call to a fixed contract address is executed. Make sure that the callee contract has been reviewed carefully."
CryptoAtoms,0x0b7bda8ad804cb3318ae8490b984c2883ada2154,1807,Use of tx.origin,Medium,evolveByAtom(uint256),1807,111,38091,2774,,"Use of tx.origin is deprecated.
The smart contract retrieves the transaction origin (tx.origin) using msg.origin. Use of msg.origin is deprecated and the instruction may be removed in the  future. Use msg.sender instead.
See also: https://solidity.readthedocs.io/en/develop/security-considerations.html#tx-origin"
CryptoAtoms,0x0b7bda8ad804cb3318ae8490b984c2883ada2154,1993,External Call To Fixed Address,Low,evolveByAtom(uint256),1993,107,40105,4082,"{
    ""1"": {
        ""calldata"": ""0x0e47c259"",
        ""call_value"": ""0x0"",
        ""caller"": ""0xdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef""
    }
}","The contract executes an external message call.
An external function call to a fixed contract address is executed. Make sure that the callee contract has been reviewed carefully."
CryptoAtoms,0x0b7bda8ad804cb3318ae8490b984c2883ada2154,2429,External Call To Fixed Address,Low,evolveByAtom(uint256),2429,107,79353,7176,"{
    ""1"": {
        ""calldata"": ""0x0e47c259"",
        ""call_value"": ""0x0"",
        ""caller"": ""0xdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef""
    }
}","The contract executes an external message call.
An external function call to a fixed contract address is executed. Make sure that the callee contract has been reviewed carefully."
CryptoAtoms,0x0b7bda8ad804cb3318ae8490b984c2883ada2154,2615,External Call To Fixed Address,Low,evolveByAtom(uint256),2615,107,116191,9213,"{
    ""1"": {
        ""calldata"": ""0x0e47c259"",
        ""call_value"": ""0x0"",
        ""caller"": ""0xdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef""
    }
}","The contract executes an external message call.
An external function call to a fixed contract address is executed. Make sure that the callee contract has been reviewed carefully."
CryptoAtoms,0x0b7bda8ad804cb3318ae8490b984c2883ada2154,2670,Use of tx.origin,Medium,evolveByAtom(uint256),2670,111,150925,9947,,"Use of tx.origin is deprecated.
The smart contract retrieves the transaction origin (tx.origin) using msg.origin. Use of msg.origin is deprecated and the instruction may be removed in the  future. Use msg.sender instead.
See also: https://solidity.readthedocs.io/en/develop/security-considerations.html#tx-origin"
CryptoAtoms,0x0b7bda8ad804cb3318ae8490b984c2883ada2154,2902,Use of tx.origin,Medium,receiveBonus(),2902,111,2668,1583,,"Use of tx.origin is deprecated.
The smart contract retrieves the transaction origin (tx.origin) using msg.origin. Use of msg.origin is deprecated and the instruction may be removed in the  future. Use msg.sender instead.
See also: https://solidity.readthedocs.io/en/develop/security-considerations.html#tx-origin"
CryptoAtoms,0x0b7bda8ad804cb3318ae8490b984c2883ada2154,3031,External Call To Fixed Address,Low,receiveBonus(),3031,107,3875,2414,"{
    ""1"": {
        ""calldata"": ""0x30507451"",
        ""call_value"": ""0x0"",
        ""caller"": ""0xdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef""
    }
}","The contract executes an external message call.
An external function call to a fixed contract address is executed. Make sure that the callee contract has been reviewed carefully."
CryptoAtoms,0x0b7bda8ad804cb3318ae8490b984c2883ada2154,3842,External Call To Fixed Address,Low,"rentByAtom(uint256,uint256)",3842,107,3187,2056,"{
    ""1"": {
        ""calldata"": ""0x3154d79002"",
        ""call_value"": ""0x0"",
        ""caller"": ""0xdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef""
    }
}","The contract executes an external message call.
An external function call to a fixed contract address is executed. Make sure that the callee contract has been reviewed carefully."
CryptoAtoms,0x0b7bda8ad804cb3318ae8490b984c2883ada2154,3921,Use of tx.origin,Medium,"rentByAtom(uint256,uint256)",3921,111,38189,2872,,"Use of tx.origin is deprecated.
The smart contract retrieves the transaction origin (tx.origin) using msg.origin. Use of msg.origin is deprecated and the instruction may be removed in the  future. Use msg.sender instead.
See also: https://solidity.readthedocs.io/en/develop/security-considerations.html#tx-origin"
CryptoAtoms,0x0b7bda8ad804cb3318ae8490b984c2883ada2154,4112,External Call To Fixed Address,Low,"rentByAtom(uint256,uint256)",4112,107,40212,4189,"{
    ""1"": {
        ""calldata"": ""0x3154d79002"",
        ""call_value"": ""0x0"",
        ""caller"": ""0xdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef""
    }
}","The contract executes an external message call.
An external function call to a fixed contract address is executed. Make sure that the callee contract has been reviewed carefully."
CryptoAtoms,0x0b7bda8ad804cb3318ae8490b984c2883ada2154,6147,External Call To Fixed Address,Low,setFee(uint128),6147,107,2220,1514,"{
    ""1"": {
        ""calldata"": ""0x3687f24a"",
        ""call_value"": ""0x0"",
        ""caller"": ""0xdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef""
    }
}","The contract executes an external message call.
An external function call to a fixed contract address is executed. Make sure that the callee contract has been reviewed carefully."
CryptoAtoms,0x0b7bda8ad804cb3318ae8490b984c2883ada2154,6392,External Call To Fixed Address,Low,setFee(uint128),6392,107,39102,3599,"{
    ""1"": {
        ""calldata"": ""0x3687f24a"",
        ""call_value"": ""0x0"",
        ""caller"": ""0xdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef""
    }
}","The contract executes an external message call.
An external function call to a fixed contract address is executed. Make sure that the callee contract has been reviewed carefully."
CryptoAtoms,0x0b7bda8ad804cb3318ae8490b984c2883ada2154,6638,External Call To Fixed Address,Low,setFee(uint128),6638,107,75985,5685,"{
    ""1"": {
        ""calldata"": ""0x3687f24a"",
        ""call_value"": ""0x0"",
        ""caller"": ""0xdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef""
    }
}","The contract executes an external message call.
An external function call to a fixed contract address is executed. Make sure that the callee contract has been reviewed carefully."
CryptoAtoms,0x0b7bda8ad804cb3318ae8490b984c2883ada2154,7000,External Call To Fixed Address,Low,"setIsRentByAtom(uint256,uint128)",7000,107,3214,2083,"{
    ""1"": {
        ""calldata"": ""0x39e65b46"",
        ""call_value"": ""0x0"",
        ""caller"": ""0xdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef""
    }
}","The contract executes an external message call.
An external function call to a fixed contract address is executed. Make sure that the callee contract has been reviewed carefully."
CryptoAtoms,0x0b7bda8ad804cb3318ae8490b984c2883ada2154,7079,Use of tx.origin,Medium,"setIsRentByAtom(uint256,uint128)",7079,111,38216,2899,,"Use of tx.origin is deprecated.
The smart contract retrieves the transaction origin (tx.origin) using msg.origin. Use of msg.origin is deprecated and the instruction may be removed in the  future. Use msg.sender instead.
See also: https://solidity.readthedocs.io/en/develop/security-considerations.html#tx-origin"
CryptoAtoms,0x0b7bda8ad804cb3318ae8490b984c2883ada2154,7269,External Call To Fixed Address,Low,"setIsRentByAtom(uint256,uint128)",7269,107,40239,4216,"{
    ""1"": {
        ""calldata"": ""0x39e65b46"",
        ""call_value"": ""0x0"",
        ""caller"": ""0xdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef""
    }
}","The contract executes an external message call.
An external function call to a fixed contract address is executed. Make sure that the callee contract has been reviewed carefully."
CryptoAtoms,0x0b7bda8ad804cb3318ae8490b984c2883ada2154,7663,External Call To Fixed Address,Low,"setIsRentByAtom(uint256,uint128)",7663,107,78505,6753,"{
    ""1"": {
        ""calldata"": ""0x39e65b46"",
        ""call_value"": ""0x0"",
        ""caller"": ""0xdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef""
    }
}","The contract executes an external message call.
An external function call to a fixed contract address is executed. Make sure that the callee contract has been reviewed carefully."
CryptoAtoms,0x0b7bda8ad804cb3318ae8490b984c2883ada2154,8459,External Call To Fixed Address,Low,"autoRentByAtom(uint256,uint256)",8459,107,3247,2116,"{
    ""1"": {
        ""calldata"": ""0x415c759302"",
        ""call_value"": ""0x0"",
        ""caller"": ""0xdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef""
    }
}","The contract executes an external message call.
An external function call to a fixed contract address is executed. Make sure that the callee contract has been reviewed carefully."
CryptoAtoms,0x0b7bda8ad804cb3318ae8490b984c2883ada2154,8538,Use of tx.origin,Medium,"autoRentByAtom(uint256,uint256)",8538,111,38249,2932,,"Use of tx.origin is deprecated.
The smart contract retrieves the transaction origin (tx.origin) using msg.origin. Use of msg.origin is deprecated and the instruction may be removed in the  future. Use msg.sender instead.
See also: https://solidity.readthedocs.io/en/develop/security-considerations.html#tx-origin"
CryptoAtoms,0x0b7bda8ad804cb3318ae8490b984c2883ada2154,8729,External Call To Fixed Address,Low,"autoRentByAtom(uint256,uint256)",8729,107,40278,4255,"{
    ""1"": {
        ""calldata"": ""0x415c759302"",
        ""call_value"": ""0x0"",
        ""caller"": ""0xdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef""
    }
}","The contract executes an external message call.
An external function call to a fixed contract address is executed. Make sure that the callee contract has been reviewed carefully."
CryptoAtoms,0x0b7bda8ad804cb3318ae8490b984c2883ada2154,8808,Use of tx.origin,Medium,"autoRentByAtom(uint256,uint256)",8808,111,75280,5071,,"Use of tx.origin is deprecated.
The smart contract retrieves the transaction origin (tx.origin) using msg.origin. Use of msg.origin is deprecated and the instruction may be removed in the  future. Use msg.sender instead.
See also: https://solidity.readthedocs.io/en/develop/security-considerations.html#tx-origin"
CryptoAtoms,0x0b7bda8ad804cb3318ae8490b984c2883ada2154,8997,External Call To Fixed Address,Low,"autoRentByAtom(uint256,uint256)",8997,107,77300,6385,"{
    ""1"": {
        ""calldata"": ""0x415c759302"",
        ""call_value"": ""0x0"",
        ""caller"": ""0xdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef""
    }
}","The contract executes an external message call.
An external function call to a fixed contract address is executed. Make sure that the callee contract has been reviewed carefully."
CryptoAtoms,0x0b7bda8ad804cb3318ae8490b984c2883ada2154,10288,External Call To Fixed Address,Low,kill(),10288,107,2224,1518,"{
    ""1"": {
        ""calldata"": ""0x41c0e1b5"",
        ""call_value"": ""0x0"",
        ""caller"": ""0xdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef""
    }
}","The contract executes an external message call.
An external function call to a fixed contract address is executed. Make sure that the callee contract has been reviewed carefully."
CryptoAtoms,0x0b7bda8ad804cb3318ae8490b984c2883ada2154,10614,External Call To Fixed Address,Low,"setIsBuyByAtom(uint256,uint128)",10614,107,3280,2149,"{
    ""1"": {
        ""calldata"": ""0x42bd0959"",
        ""call_value"": ""0x0"",
        ""caller"": ""0xdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef""
    }
}","The contract executes an external message call.
An external function call to a fixed contract address is executed. Make sure that the callee contract has been reviewed carefully."
CryptoAtoms,0x0b7bda8ad804cb3318ae8490b984c2883ada2154,10693,Use of tx.origin,Medium,"setIsBuyByAtom(uint256,uint128)",10693,111,38282,2965,,"Use of tx.origin is deprecated.
The smart contract retrieves the transaction origin (tx.origin) using msg.origin. Use of msg.origin is deprecated and the instruction may be removed in the  future. Use msg.sender instead.
See also: https://solidity.readthedocs.io/en/develop/security-considerations.html#tx-origin"
CryptoAtoms,0x0b7bda8ad804cb3318ae8490b984c2883ada2154,10883,External Call To Fixed Address,Low,"setIsBuyByAtom(uint256,uint128)",10883,107,40305,4282,"{
    ""1"": {
        ""calldata"": ""0x42bd0959"",
        ""call_value"": ""0x0"",
        ""caller"": ""0xdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef""
    }
}","The contract executes an external message call.
An external function call to a fixed contract address is executed. Make sure that the callee contract has been reviewed carefully."
CryptoAtoms,0x0b7bda8ad804cb3318ae8490b984c2883ada2154,11644,External Call To Fixed Address,Low,_function_0x4afe2f80,11644,107,2352,1646,"{
    ""1"": {
        ""calldata"": ""0x4afe2f80"",
        ""call_value"": ""0x0"",
        ""caller"": ""0xdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef""
    }
}","The contract executes an external message call.
An external function call to a fixed contract address is executed. Make sure that the callee contract has been reviewed carefully."
CryptoAtoms,0x0b7bda8ad804cb3318ae8490b984c2883ada2154,11889,External Call To Fixed Address,Low,_function_0x4afe2f80,11889,107,39234,3731,"{
    ""1"": {
        ""calldata"": ""0x4afe2f80"",
        ""call_value"": ""0x0"",
        ""caller"": ""0xdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef""
    }
}","The contract executes an external message call.
An external function call to a fixed contract address is executed. Make sure that the callee contract has been reviewed carefully."
CryptoAtoms,0x0b7bda8ad804cb3318ae8490b984c2883ada2154,12510,External Call To Fixed Address,Low,setLevelup(uint8[4]),12510,107,2434,1728,"{
    ""1"": {
        ""calldata"": ""0xb79ec028"",
        ""call_value"": ""0x0"",
        ""caller"": ""0xdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef""
    }
}","The contract executes an external message call.
An external function call to a fixed contract address is executed. Make sure that the callee contract has been reviewed carefully."
CryptoAtoms,0x0b7bda8ad804cb3318ae8490b984c2883ada2154,13324,External Call To Fixed Address,Low,unsetIsBuyByAtom(uint256),13324,107,3401,2270,"{
    ""1"": {
        ""calldata"": ""0xbee4bbeb"",
        ""call_value"": ""0x0"",
        ""caller"": ""0xdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef""
    }
}","The contract executes an external message call.
An external function call to a fixed contract address is executed. Make sure that the callee contract has been reviewed carefully."
CryptoAtoms,0xbdaed67214641b7eda3bf8d7431c3ae5fc46f466,359,Multiple Calls in a Single Transaction,Medium,"approve(address,uint256)",359,113,142844,14514,,"Multiple sends are executed in one transaction.
Consecutive calls are executed at the following bytecode offsets:
Offset: 2250
Offset: 2397
Offset: 2626
Try to isolate each external call into its own transaction, as external calls can fail accidentally or deliberately.
"
CryptoAtoms,0xbdaed67214641b7eda3bf8d7431c3ae5fc46f466,2250,External Call To Fixed Address,Low,"approve(address,uint256)",2250,107,3291,1500,"{
    ""1"": {
        ""calldata"": ""0x095ea7b301bebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebe01bebebebebebebedeadbeefdeadbeefdeadbeefdeadbeefdeadbeef"",
        ""call_value"": ""0x0"",
        ""caller"": ""0xdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef""
    },
    ""3"": {
        ""calldata"": ""0x095ea7b3"",
        ""call_value"": ""0x0"",
        ""caller"": ""0xdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef""
    }
}","The contract executes an external message call.
An external function call to a fixed contract address is executed. Make sure that the callee contract has been reviewed carefully."
CryptoAtoms,0xbdaed67214641b7eda3bf8d7431c3ae5fc46f466,2397,External Call To Fixed Address,Low,"approve(address,uint256)",2397,107,40960,3617,"{
    ""1"": {
        ""calldata"": ""0x095ea7b301bebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebe01bebebebebebebedeadbeefdeadbeefdeadbeefdeadbeefdeadbeef"",
        ""call_value"": ""0x0"",
        ""caller"": ""0xdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef""
    },
    ""3"": {
        ""calldata"": ""0x095ea7b3"",
        ""call_value"": ""0x0"",
        ""caller"": ""0xdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef""
    }
}","The contract executes an external message call.
An external function call to a fixed contract address is executed. Make sure that the callee contract has been reviewed carefully."
CryptoAtoms,0xbdaed67214641b7eda3bf8d7431c3ae5fc46f466,2626,External Call To Fixed Address,Low,"approve(address,uint256)",2626,107,105269,11804,"{
    ""1"": {
        ""calldata"": ""0x095ea7b300bebebebebebebebebebebebebebebebebebebebebebebebebebebebebebe0100bebebebebebebedeadbeefdeadbeefdeadbeefdeadbeefdeadbeef"",
        ""call_value"": ""0x0"",
        ""caller"": ""0xdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef""
    },
    ""3"": {
        ""calldata"": ""0x095ea7b3"",
        ""call_value"": ""0x0"",
        ""caller"": ""0xdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef""
    }
}","The contract executes an external message call.
An external function call to a fixed contract address is executed. Make sure that the callee contract has been reviewed carefully."
CryptoAtoms,0xbdaed67214641b7eda3bf8d7431c3ae5fc46f466,2906,External Call To Fixed Address,Low,tokenByIndex(uint256),2906,107,2725,1689,"{
    ""1"": {
        ""calldata"": ""0x095ea7b301bebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebe01bebebebebebebedeadbeefdeadbeefdeadbeefdeadbeefdeadbeef"",
        ""call_value"": ""0x0"",
        ""caller"": ""0xdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef""
    },
    ""3"": {
        ""calldata"": ""0x4f6ccce7"",
        ""call_value"": ""0x0"",
        ""caller"": ""0xdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef""
    }
}","The contract executes an external message call.
An external function call to a fixed contract address is executed. Make sure that the callee contract has been reviewed carefully."
CryptoAtoms,0xbdaed67214641b7eda3bf8d7431c3ae5fc46f466,3036,External Call To Fixed Address,Low,"[gasprice_bit_ether(int128), transferFrom(address,address,uint256)] (ambiguous)",3036,107,3394,1603,"{
    ""1"": {
        ""calldata"": ""0x095ea7b301bebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebe01bebebebebebebedeadbeefdeadbeefdeadbeefdeadbeefdeadbeef"",
        ""call_value"": ""0x0"",
        ""caller"": ""0xdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef""
    },
    ""3"": {
        ""calldata"": ""0x23b872dd"",
        ""call_value"": ""0x0"",
        ""caller"": ""0xdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef""
    }
}","The contract executes an external message call.
An external function call to a fixed contract address is executed. Make sure that the callee contract has been reviewed carefully."
CryptoAtoms,0xbdaed67214641b7eda3bf8d7431c3ae5fc46f466,3183,External Call To Fixed Address,Low,"[gasprice_bit_ether(int128), transferFrom(address,address,uint256)] (ambiguous)",3183,107,41063,3720,"{
    ""1"": {
        ""calldata"": ""0x095ea7b301bebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebe01bebebebebebebedeadbeefdeadbeefdeadbeefdeadbeefdeadbeef"",
        ""call_value"": ""0x0"",
        ""caller"": ""0xdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef""
    },
    ""3"": {
        ""calldata"": ""0x23b872dd"",
        ""call_value"": ""0x0"",
        ""caller"": ""0xdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef""
    }
}","The contract executes an external message call.
An external function call to a fixed contract address is executed. Make sure that the callee contract has been reviewed carefully."
CryptoAtoms,0xbdaed67214641b7eda3bf8d7431c3ae5fc46f466,3400,External Call To Fixed Address,Low,"[gasprice_bit_ether(int128), transferFrom(address,address,uint256)] (ambiguous)",3400,107,79688,6413,"{
    ""1"": {
        ""calldata"": ""0x095ea7b300bebebebebebebebebebebebebebebebebebebebebebebebebebebebebebe0100bebebebebebebedeadbeefdeadbeefdeadbeefdeadbeefdeadbeef"",
        ""call_value"": ""0x0"",
        ""caller"": ""0xdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef""
    },
    ""3"": {
        ""calldata"": ""0x23b872dd"",
        ""call_value"": ""0x0"",
        ""caller"": ""0xdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef""
    }
}","The contract executes an external message call.
An external function call to a fixed contract address is executed. Make sure that the callee contract has been reviewed carefully."
CryptoAtoms,0xbdaed67214641b7eda3bf8d7431c3ae5fc46f466,3736,External Call To Fixed Address,Low,"tokenOfOwnerByIndex(address,uint256)",3736,107,3123,1662,"{
    ""1"": {
        ""calldata"": ""0x095ea7b301bebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebe01bebebebebebebedeadbeefdeadbeefdeadbeefdeadbeefdeadbeef"",
        ""call_value"": ""0x0"",
        ""caller"": ""0xdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef""
    },
    ""3"": {
        ""calldata"": ""0x2f745c59"",
        ""call_value"": ""0x0"",
        ""caller"": ""0xdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef""
    }
}","The contract executes an external message call.
An external function call to a fixed contract address is executed. Make sure that the callee contract has been reviewed carefully."
CryptoAtoms,0xbdaed67214641b7eda3bf8d7431c3ae5fc46f466,3883,External Call To Fixed Address,Low,"tokenOfOwnerByIndex(address,uint256)",3883,107,41008,3760,"{
    ""1"": {
        ""calldata"": ""0x095ea7b301bebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebe01bebebebebebebedeadbeefdeadbeefdeadbeefdeadbeefdeadbeef"",
        ""call_value"": ""0x0"",
        ""caller"": ""0xdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef""
    },
    ""3"": {
        ""calldata"": ""0x2f745c59"",
        ""call_value"": ""0x0"",
        ""caller"": ""0xdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef""
    }
}","The contract executes an external message call.
An external function call to a fixed contract address is executed. Make sure that the callee contract has been reviewed carefully."
CryptoAtoms,0xbdaed67214641b7eda3bf8d7431c3ae5fc46f466,4384,External Call To Fixed Address,Low,kill(),4384,107,3693,1667,"{
    ""1"": {
        ""calldata"": ""0x095ea7b301bebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebe01bebebebebebebedeadbeefdeadbeefdeadbeefdeadbeefdeadbeef"",
        ""call_value"": ""0x0"",
        ""caller"": ""0xdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef""
    },
    ""3"": {
        ""calldata"": ""0x41c0e1b5"",
        ""call_value"": ""0x0"",
        ""caller"": ""0xdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef""
    }
}","The contract executes an external message call.
An external function call to a fixed contract address is executed. Make sure that the callee contract has been reviewed carefully."
CryptoAtoms,0xbdaed67214641b7eda3bf8d7431c3ae5fc46f466,4532,External Call To Fixed Address,Low,"safeTransferFrom(address,address,uint256)",4532,107,3504,1713,"{
    ""1"": {
        ""calldata"": ""0x095ea7b301bebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebe01bebebebebebebedeadbeefdeadbeefdeadbeefdeadbeefdeadbeef"",
        ""call_value"": ""0x0"",
        ""caller"": ""0xdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef""
    },
    ""3"": {
        ""calldata"": ""0x42842e0e"",
        ""call_value"": ""0x0"",
        ""caller"": ""0xdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef""
    }
}","The contract executes an external message call.
An external function call to a fixed contract address is executed. Make sure that the callee contract has been reviewed carefully."
CryptoAtoms,0xbdaed67214641b7eda3bf8d7431c3ae5fc46f466,4679,External Call To Fixed Address,Low,"safeTransferFrom(address,address,uint256)",4679,107,41173,3830,"{
    ""1"": {
        ""calldata"": ""0x095ea7b301bebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebe01bebebebebebebedeadbeefdeadbeefdeadbeefdeadbeefdeadbeef"",
        ""call_value"": ""0x0"",
        ""caller"": ""0xdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef""
    },
    ""3"": {
        ""calldata"": ""0x42842e0e"",
        ""call_value"": ""0x0"",
        ""caller"": ""0xdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef""
    }
}","The contract executes an external message call.
An external function call to a fixed contract address is executed. Make sure that the callee contract has been reviewed carefully."
CryptoAtoms,0xbdaed67214641b7eda3bf8d7431c3ae5fc46f466,5412,External Call To Fixed Address,Low,_function_0x54cc702d,5412,107,4132,1776,"{
    ""1"": {
        ""calldata"": ""0x095ea7b301bebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebe01bebebebebebebedeadbeefdeadbeefdeadbeefdeadbeefdeadbeef"",
        ""call_value"": ""0x0"",
        ""caller"": ""0xdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef""
    },
    ""3"": {
        ""calldata"": ""0x54cc702d"",
        ""call_value"": ""0x0"",
        ""caller"": ""0xdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef""
    }
}","The contract executes an external message call.
An external function call to a fixed contract address is executed. Make sure that the callee contract has been reviewed carefully."
CryptoAtoms,0xbdaed67214641b7eda3bf8d7431c3ae5fc46f466,5894,External Call To Fixed Address,Low,withdrawBalance(),5894,107,3757,1731,"{
    ""1"": {
        ""calldata"": ""0x095ea7b301bebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebe01bebebebebebebedeadbeefdeadbeefdeadbeefdeadbeefdeadbeef"",
        ""call_value"": ""0x0"",
        ""caller"": ""0xdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef""
    },
    ""3"": {
        ""calldata"": ""0x5fd8c710"",
        ""call_value"": ""0x0"",
        ""caller"": ""0xdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef""
    }
}","The contract executes an external message call.
An external function call to a fixed contract address is executed. Make sure that the callee contract has been reviewed carefully."
